    E, kcal/mol    D, mol/kcal         W1->W2         W1->P1         W1->P2
             68    3.32746e+14              0    1.13075e+18     5.6796e+09
             69    3.62375e+14              0    1.17558e+18    5.93255e+09
             70    3.94204e+14              0    1.17322e+18    6.18804e+09
             71    4.28366e+14              0    1.22629e+18    6.44586e+09
             72    4.64997e+14              0    1.21862e+18    6.70585e+09
             73    5.04243e+14              0    1.26304e+18    6.96782e+09
             74    5.46254e+14              0    1.27847e+18    7.23163e+09
             75    5.91186e+14              0    1.26235e+18     7.4971e+09
             76    6.39205e+14              0      1.361e+18    7.76409e+09
             77    6.90481e+14              0    1.29432e+18    8.03245e+09
             78    7.45193e+14              0     1.3113e+18    8.30204e+09
             79    8.03526e+14              0    1.36312e+18    8.57272e+09
             80    8.65675e+14              0    1.32994e+18    8.84437e+09
             81    9.31841e+14              0    1.36088e+18    9.11686e+09
             82    1.00223e+15              0    1.36005e+18    9.39008e+09
             83    1.07707e+15              0    1.37654e+18    9.66391e+09
             84    1.15658e+15              0    1.35526e+18    9.93824e+09
             85      1.241e+15              0    1.35898e+18     1.0213e+10
             86    1.33057e+15              0    1.38673e+18     1.0488e+10
             87    1.42555e+15              0    1.33541e+18    1.07633e+10
             88     1.5262e+15              0    1.36267e+18    1.10386e+10
             89    1.63279e+15              0    1.35878e+18    1.13141e+10
             90    1.74561e+15              0    1.33416e+18    1.15894e+10
             91    1.86496e+15              0    1.34088e+18    1.18647e+10
             92    1.99114e+15              0    1.33496e+18    1.21397e+10
             93    2.12446e+15              0    1.34717e+18    1.24145e+10
             94    2.26526e+15              0    1.31164e+18     1.2689e+10
             95    2.41386e+15              0    1.31621e+18     1.2963e+10
             96    2.57063e+15              0    1.32683e+18    1.32367e+10
             97    2.73593e+15              0    1.27979e+18    1.35098e+10
             98    2.91013e+15              0    1.30472e+18    1.37823e+10
             99    3.09362e+15              0    1.29442e+18    1.40542e+10
            100     3.2868e+15              0    1.26577e+18    1.43255e+10
    E, kcal/mol    D, mol/kcal         W2->W1         W2->P1         W2->P2
              0    1.39132e+07              0              0    7.27656e-34
              1    6.40206e+07              0     9.0765e+11    5.11681e-31
              2    1.99049e+08              0    3.52471e+12    6.94365e-29
              3    4.77688e+08              0    8.66992e+12    5.55691e-27
              4    1.01223e+09              0    1.69423e+13    3.03785e-25
              5    1.93533e+09              0    2.96094e+13    1.28145e-23
              6    3.44375e+09              0      4.806e+13    4.40325e-22
              7    5.80271e+09              0    7.40523e+13    1.28055e-20
              8    9.34587e+09              0    1.09837e+14    3.24552e-19
              9    1.45307e+10              0    1.57787e+14     7.3012e-18
             10    2.18813e+10              0    2.21352e+14    1.48441e-16
             11    3.21046e+10              0    3.04016e+14    2.75675e-15
             12    4.60155e+10              0    4.10433e+14    4.72666e-14
             13    6.46242e+10              0    5.45838e+14    7.54062e-13
             14    8.91473e+10              0    7.16347e+14     1.1266e-11
             15    1.20997e+11              0    9.29356e+14    1.58552e-10
             16    1.61889e+11              0    1.19309e+15    2.11139e-09
             17    2.13759e+11              0    1.51759e+15    2.67205e-08
             18    2.78912e+11              0    1.91403e+15    3.22476e-07
             19    3.59972e+11              0    2.39557e+15    3.72316e-06
             20    4.59946e+11              0    2.97729e+15    4.12379e-05
             21      5.823e+11              0    3.67626e+15    0.000439239
             22    7.30913e+11              0     4.5123e+15     0.00450928
             23    9.10232e+11              0     5.5076e+15      0.0447053
             24     1.1252e+12              0    6.68771e+15       0.428794
             25    1.38139e+12              0    8.08138e+15        3.98551
             26    1.68504e+12              0    9.72111e+15        35.9494
             27    2.04303e+12              0    1.16437e+16        314.999
             28    2.46308e+12              0    1.38901e+16        2674.87
             29    2.95366e+12              0    1.65069e+16        21343.3
             30    3.52415e+12              0    1.95458e+16         134057
             31    4.18484e+12              0    2.30647e+16         525601
             32    4.94704e+12              0    2.71284e+16    1.43658e+06
             33    5.82313e+12              0    3.18088e+16     3.1531e+06
             34     6.8266e+12              0     3.7186e+16    6.00541e+06
             35     7.9722e+12              0    4.33487e+16    1.03573e+07
             36    9.27591e+12              0    5.03955e+16    1.66048e+07
             37    1.07551e+13              0     5.8435e+16    2.51579e+07
             38    1.24287e+13              0    6.75876e+16    3.64233e+07
             39    1.43168e+13              0    7.79861e+16    5.07924e+07
             40    1.64417e+13              0     8.9776e+16    6.86431e+07
             41    1.88268e+13              0    1.03118e+17    9.03391e+07
             42    2.14977e+13              0    1.18189e+17    1.16216e+08
             43    2.44816e+13              0    1.35182e+17    1.46579e+08
             44    2.78081e+13              0    1.54308e+17    1.81702e+08
             45    3.15085e+13              0    1.75801e+17    2.21825e+08
             46    3.56164e+13              0    1.99912e+17     2.6716e+08
             47    4.01678e+13              0    2.26918e+17    3.17887e+08
             48     4.5201e+13              0     2.5712e+17    3.74154e+08
             49     5.0757e+13              0    2.90847e+17    4.36076e+08
             50    5.68792e+13              0    3.28456e+17    5.03742e+08
             51    6.36139e+13              0    3.70334e+17    5.77216e+08
             52    7.10104e+13              0    4.16903e+17    6.56534e+08
             53    7.91208e+13              0    4.68618e+17    7.41711e+08
             54    8.80004e+13              0     5.2268e+17    8.32741e+08
             55    9.77078e+13              0    5.68829e+17    9.29595e+08
             56    1.08305e+14              0    6.04604e+17    1.03223e+09
             57    1.19858e+14              0    6.78035e+17    1.14058e+09
             58    1.32435e+14              0    7.04468e+17    1.25459e+09
             59     1.4611e+14              0    7.86243e+17    1.37415e+09
             60     1.6096e+14              0    8.10123e+17    1.49918e+09
             61    1.77066e+14              0    8.59322e+17    1.62956e+09
             62    1.94514e+14              0    9.11469e+17    1.76518e+09
             63    2.13393e+14              0    9.83723e+17    1.90592e+09
             64    2.33799e+14              0     1.0145e+18    2.05165e+09
             65     2.5583e+14              0     1.0279e+18    2.20224e+09
             66    2.79591e+14              0    1.14537e+18    2.35755e+09
             67    3.05191e+14              0    1.09304e+18    2.51743e+09
             68    3.32746e+14              0    1.13075e+18    2.68175e+09
             69    3.62375e+14              0    1.17558e+18    2.85036e+09
             70    3.94204e+14              0    1.17322e+18    3.02312e+09
             71    4.28366e+14              0    1.22629e+18    3.19988e+09
             72    4.64997e+14              0    1.21862e+18     3.3805e+09
             73    5.04243e+14              0    1.26304e+18    3.56482e+09
             74    5.46254e+14              0    1.27847e+18    3.75272e+09
             75    5.91186e+14              0    1.26235e+18    3.94404e+09
             76    6.39205e+14              0      1.361e+18    4.13864e+09
             77    6.90481e+14              0    1.29432e+18    4.33638e+09
             78    7.45193e+14              0     1.3113e+18    4.53713e+09
             79    8.03526e+14              0    1.36312e+18    4.74076e+09
             80    8.65675e+14              0    1.32994e+18    4.94712e+09
             81    9.31841e+14              0    1.36088e+18     5.1561e+09
             82    1.00223e+15              0    1.36005e+18    5.36756e+09
             83    1.07707e+15              0    1.37654e+18    5.58138e+09
             84    1.15658e+15              0    1.35526e+18    5.79744e+09
             85      1.241e+15              0    1.35898e+18    6.01562e+09
             86    1.33057e+15              0    1.38673e+18     6.2358e+09
             87    1.42555e+15              0    1.33541e+18    6.45788e+09
             88     1.5262e+15              0    1.36267e+18    6.68174e+09
             89    1.63279e+15              0    1.35878e+18    6.90728e+09
             90    1.74561e+15              0    1.33416e+18     7.1344e+09
             91    1.86496e+15              0    1.34088e+18    7.36299e+09
             92    1.99114e+15              0    1.33496e+18    7.59296e+09
             93    2.12446e+15              0    1.34717e+18    7.82422e+09
             94    2.26526e+15              0    1.31164e+18    8.05666e+09
             95    2.41386e+15              0    1.31621e+18    8.29022e+09
             96    2.57063e+15              0    1.32683e+18     8.5248e+09
             97    2.73593e+15              0    1.27979e+18    8.76031e+09
             98    2.91013e+15              0    1.30472e+18    8.99668e+09
             99    3.09362e+15              0    1.29442e+18    9.23383e+09
            100     3.2868e+15              0    1.26577e+18    9.47169e+09
